category,name,guid,nickname,description,type,library
Kangaroo2,LengthRatio,09fef083-0d7b-4e3d-a24c-928a19a71aed,LengthRatio,Maintain a fixed ratio between the lengths of a pair of lines,Kangaroo2Component.GoalComponents.LengthRatioComponent,Kangaroo2 Components
Kangaroo2,LengthSnap,5fa0d301-9b28-47ce-a281-5292c1b1364b,LengthSnap,Snap length to whole number multiples of a given number,Kangaroo2Component.GoalComponents.LengthSnapComponent,Kangaroo2 Components
Kangaroo2,LiveSoap,b2389d9a-c991-4175-a35f-0d23443a15d2,LS,For generating minimal and CMC (zero and constant mean curvature respectively) meshes which adapt their connectivity during relaxation to maintain triangle quality,Kangaroo2Component.GoalComponents.LiveSoapComponent,Kangaroo2 Components
Kangaroo2,Load,2019c995-53af-4eb2-976d-95b1fdc823fa,Load,Load,Kangaroo2Component.GoalComponents.UnaryComponent2,Kangaroo2 Components
Kangaroo2,Load,580a1a0c-314d-4033-a54c-c129400b4b58,Load,Load,Kangaroo2Component.GoalComponents.UnaryComponent,Kangaroo2 Components
Kangaroo2,MagnetSnap,28bedc62-006a-4f19-b97d-e12b20aff875,MS,Snap points together according to proximity,Kangaroo2Component.GoalComponents.MagnetSnapComponent,Kangaroo2 Components
Kangaroo2,MeshCorners,c8b01cec-6dd9-460b-b43f-254314ffdc2e,MC,Extract corners sharper than some angle,Kangaroo2Component.UtilityComponents.MeshCorners,Kangaroo2 Components
Kangaroo2,MeshDirection,9c2695de-127b-4b46-a17b-f3a676891c0d,MD,Sort the face directions of a mesh,Kangaroo2Component.UtilityComponents.MeshDirections,Kangaroo2 Components
Kangaroo2,MeshMap,ab723d11-5713-4df2-9d3c-b8bbb3bb5d61,MeshMap,Map points from one mesh to another,Kangaroo2Component.UtilityComponents.MeshMap,Kangaroo2 Components
Kangaroo2,MeshTurn,bf54f98d-2fc0-4cb8-91b9-29619a2c6005,Turn,Rotate the vertex order of each face,Kangaroo2Component.UtilityComponents.MeshTurn,Kangaroo2 Components
Kangaroo2,Möbius Transformation,51ea6cbf-9681-4a4b-8f66-20e0e2faf182,MB,3d Möbius Transformations of any geometry using 4d rotation,Kangaroo2Component.UtilityComponents.MoebiusTransform,Kangaroo2 Components
Kangaroo2,NakedVertices,ddb24b31-1192-448f-ace3-b5b3d2399831,NV,Sorts the vertices of a mesh into 2 lists according to whether or not they are surrounded by faces,Kangaroo2Component.UtilityComponents.NakedVertices,Kangaroo2 Components
Kangaroo2,NoFoldThrough,8f083dbb-357b-4172-80d0-b584b21b6d75,NoFoldThrough,To stop the sides of a hinge passing through each other,Kangaroo2Component.GoalComponents.NoFoldThroughComponent,Kangaroo2 Components
Kangaroo2,OnCurve,8b4dbe32-0c6c-4304-972e-3f60ed613114,OnCurve,Keep a point on a given Curve,Kangaroo2Component.GoalComponents.OnCurveComponent,Kangaroo2 Components
Kangaroo2,OnMesh,6c1c3018-487b-4573-afc5-3af263ae5808,OnMesh,Keep a point on a given Mesh,Kangaroo2Component.GoalComponents.OnMeshComponent,Kangaroo2 Components
Kangaroo2,OnPlane,d4d13384-1914-42ed-b1f2-687c1959bd14,OnPlane,Keep a point on a given plane,Kangaroo2Component.GoalComponents.OnPlaneComponent,Kangaroo2 Components
Kangaroo2,PlanarityAnalysis,97253642-cb05-43e6-bc79-4bd0306441e5,PA,Display face planarity as a coloured mesh,Kangaroo2Component.UtilityComponents.PlanarityDisplay,Kangaroo2 Components
Kangaroo2,Planarize,e29cdc8a-b58e-4854-aa1d-f09b43a9b6a3,Planarize,Planarize,Kangaroo2Component.GoalComponents.PlanarizeComponent,Kangaroo2 Components
Kangaroo2,PlasticAnchor,76469b0a-11f0-4b8e-ad65-31a555d4cddd,PlasticAnchor,PlasticAnchor,Kangaroo2Component.GoalComponents.PlasticAnchorComponent2,Kangaroo2 Components
Kangaroo2,PlasticAnchor,c2d6c6db-37d4-4c95-928f-7afc27842a1e,PlasticAnchor,PlasticAnchor,Kangaroo2Component.GoalComponents.PlasticAnchorComponent,Kangaroo2 Components
Kangaroo2,PlasticHinge,69a52798-b567-4a36-b5b4-7614bea071bc,PH,"Like Hinge, except folding beyond the plastic/elastic threshold will alter the rest angle",Kangaroo2Component.GoalComponents.PlasticHingeComponent,Kangaroo2 Components
Kangaroo2,PlasticLength,030749a0-2773-45d3-9647-d37662d2ad4c,PL,"This tries to preserve the length of the line elastically, until it is deformed beyond the limit, then its rest length gets changed",Kangaroo2Component.GoalComponents.PlasticLengthComponent,Kangaroo2 Components
Kangaroo2,PolygonArea,f4b4e68f-150f-4c3f-bc52-cf5ec4047f79,PolygonArea,PolygonArea,Kangaroo2Component.GoalComponents.PolygonAreaComponent,Kangaroo2 Components
Kangaroo2,Pressure,2e1fb4fb-22a8-4853-a9f5-ab65602aad77,Pressure,"A force normal to each triangle, and proportional to its area",Kangaroo2Component.GoalComponents.PressureComponent,Kangaroo2 Components
Kangaroo2,Refine,6003658a-c422-41cf-8a2f-8e106b09cc10,Refine,"Divide each quad into 4 quads, and each triangle into 4 triangles",GhKangaroo.Refine,Kangaroo2 Components
Kangaroo2,RefineStrips,39a12e0c-25a7-43ce-9546-115f3a211a0c,Strips,"Directional subdivision, refines quads in one direction only",Kangaroo2Component.UtilityComponents.RefineStrips,Kangaroo2 Components
Kangaroo2,RemeshByColour,f4d3e531-f23d-495d-8362-d7145e9f762e,RemeshByColour,Remeshing with edge lengths dependent on the vertex colours of the input mesh,Kangaroo2Component.KMeshMachine.RemeshByColour,Kangaroo2 Components
Kangaroo2,RigidBody,559ec10e-2671-4bba-b5a7-11816e8fb17b,RigidBody,RigidBody,Kangaroo2Component.GoalComponents.RigidBodyComponent,Kangaroo2 Components
Kangaroo2,RigidBody,76b38cca-507d-409e-a773-044b2577d0b4,RigidBody,RigidBody,Kangaroo2Component.GoalComponents.RigidBody2Component,Kangaroo2 Components
Kangaroo2,RigidBody,e245de5b-6d3b-48d3-8092-3bf0202ebf8f,RigidBody,RigidBody,Kangaroo2Component.GoalComponents.RigidBody3Component,Kangaroo2 Components
Kangaroo2,RigidBodyCollide,b01ceba0-0bff-4901-af2a-daca22f8fc07,RigidBodyCollide,Collision between a pair of rigid bodies,Kangaroo2Component.GoalComponents.SolidCollideComponent,Kangaroo2 Components
Kangaroo2,RigidPointSet,8aa5774d-422a-433b-9a3f-667946bde157,RigidPointSet,A set of points which maintain their relative positions,Kangaroo2Component.GoalComponents.RigidPointSetComponent,Kangaroo2 Components
Kangaroo2,Rod,51cbcf97-8cf9-4f52-9941-a9b484593db2,Rod,Bending and stretching resistant rod,Kangaroo2Component.GoalComponents.RodBendComponent,Kangaroo2 Components
Kangaroo2,Show,0ed5e67d-539d-480e-88cb-d81fa795d66c,Show,Show,Kangaroo2Component.GoalComponents.GeometryComponent,Kangaroo2 Components
Kangaroo2,Simple,d3ed43b3-73db-4259-82dd-26005879c0a2,Simple,Simple Target Length,Kangaroo2Component.KMeshMachine.SimpleTargetLengthComponent,Kangaroo2 Components
Kangaroo2,SimpleRemesh,87c0cc0e-d792-481e-b219-cc16b3e7b7b9,SimpleRemesh,Isotropically remesh a Brep or Mesh,Kangaroo2Component.KMeshMachine.SimpleRemesh,Kangaroo2 Components
Kangaroo2,Smooth,0b7b2ba2-7ecd-4f33-b138-883f6e96d08c,Smooth,Smooth,Kangaroo2Component.GoalComponents.SmoothComponent,Kangaroo2 Components
Kangaroo2,SoapFilm,0c68b153-3c88-4e62-9827-f3793c013f88,SG,"Area minimizing triangle, for generating zero mean curvature meshes",Kangaroo2Component.GoalComponents.SoapFilmComponent,Kangaroo2 Components
Kangaroo2,SoapFilm,76ab889c-8593-4892-861d-a80b5311a981,SG,For generating zero mean curvature meshes,Kangaroo2Component.GoalComponents.SoapFilmMeshComponent,Kangaroo2 Components
Kangaroo2,Soft & Hard Solver,35c49588-244d-43a4-81b2-fd3ef59c1b1d,Soft&HardSolver,"Solver with separate inputs for soft goals, and hard constraint type goals",Kangaroo2Component.KangarooSoftHard,Kangaroo2 Components
Kangaroo2,SoftBodyCollide,86cee9bc-ba05-49ff-ad55-895ae66cc978,SoftBodyCollide,Collisions between a collection of deformable meshes,Kangaroo2Component.GoalComponents.SoftBodyCollideComponent,Kangaroo2 Components
Kangaroo2,SolidPlaneCollide,81cc6201-6cda-4954-8503-66be5363aac8,SolidPlaneCollide,Collision between a plane and a solid,Kangaroo2Component.GoalComponents.SolidPlaneCollideComponent,Kangaroo2 Components
Kangaroo2,SolidPointCollide,763c5b56-3dc6-4fe0-be7b-6b60cd27f744,SPC,Keep a set of points outside or inside a given Mesh,Kangaroo2Component.GoalComponents.SolidPointComponent,Kangaroo2 Components
Kangaroo2,Solver,313490f5-8e38-4dde-9e9a-05e4d739b35d,Solver,The main component where Goals are combined and applied,Kangaroo2Component.KangarooGH3,Kangaroo2 Components
Kangaroo2,Solver,8f9f19c0-207a-419d-90f6-2fcadaa845f9,Solver,The main component where Goals are combined and applied,Kangaroo2Component.KangarooGH2,Kangaroo2 Components
Kangaroo2,Solver,a54d250e-e285-4f38-9fb3-8dd9c886c659,Solver,The main component where Goals are combined and applied,Kangaroo2Component.KangarooGH,Kangaroo2 Components
Kangaroo2,SphereCollide,4b106d6a-0e09-4edc-941c-27d734ac4d59,SC,Collisions between large numbers of equal sized spheres,Kangaroo2Component.GoalComponents.SphereCollideComponent,Kangaroo2 Components
Kangaroo2,SplitAtCorners,74953dd1-9af7-4736-983c-f258302de692,SplitAtCorners,Break a polyline into multiple parts based on angle,Kangaroo2Component.UtilityComponents.SplitAtCorners,Kangaroo2 Components
Kangaroo2,StepSolver,fa27771b-cf25-4a21-bf31-8bb20a7822b3,StepSolver,Solver which advances only when input refreshed. Useful for making animations,Kangaroo2Component.StepSolver,Kangaroo2 Components
Kangaroo2,Stripper,c8514ca2-3243-487a-becc-c07a4083db94,Stripper,Divide a mesh into strips,Kangaroo2Component.UtilityComponents.Stripper,Kangaroo2 Components
Kangaroo2,Support,0b3b7956-f88b-4ca3-99f6-b6508a8dac3f,Support,Set support conditions for a beam end or rigid body,Kangaroo2Component.GoalComponents.Support2Component,Kangaroo2 Components
Kangaroo2,Support,c41696fc-e8e8-42c9-89b2-a5a6aac030b0,Support,Set support conditions for a beam end or rigid body,Kangaroo2Component.GoalComponents.SupportComponent,Kangaroo2 Components
Kangaroo2,TangentCircles,bdda1028-13e6-41ee-b410-701234f9d39f,TC,"Generate face incircles, circle packing centred on vertices, or incircular dual",Kangaroo2Component.UtilityComponents.TangentCircles,Kangaroo2 Components
Kangaroo2,TangentIncircles,3962cf86-9b9e-41d7-94f9-42bd0326291d,TangentIncircles,TangentIncircles,Kangaroo2Component.GoalComponents.TangentIncircles2Component,Kangaroo2 Components
Kangaroo2,TangentIncircles,56e9e40d-6d2f-4daf-9316-034f30cf24a0,TangentIncircles,TangentIncircles,Kangaroo2Component.GoalComponents.TangentIncirclesComponent,Kangaroo2 Components
Kangaroo2,TangentialSmooth,72dadfdd-3be9-44e3-a352-9343f3d5d3b1,TSmooth,Smooth a mesh only in the local tangent planes. Used in conjunction with SoapFilm,Kangaroo2Component.GoalComponents.TangentialSmoothComponent,Kangaroo2 Components
Kangaroo2,Transform,5002d2f7-7878-4965-98ab-2403503891ab,Transform,Keep a given transformation between 2 points,Kangaroo2Component.GoalComponents.TransformerComponent,Kangaroo2 Components
Kangaroo2,Unroller,dca330b6-f705-4d5e-b9d4-ea90c915ddaf,Unroller,Unroll a strip of quads,Kangaroo2Component.UtilityComponents.Unroller,Kangaroo2 Components
Kangaroo2,VertexLoads,2b3f5029-cfec-4f95-96d1-757bd9c51da1,VertexLoads,Apply equal vertical loads to all vertices of a mesh,Kangaroo2Component.GoalComponents.VertexLoadsComponent,Kangaroo2 Components
Kangaroo2,VertexNeighbours,fecd8879-9e63-4ff9-a16e-fe85bb0de884,VN,Returns the positions of the vertices connected the given vertex by an edge,Kangaroo2Component.UtilityComponents.VertexNeighbours,Kangaroo2 Components
Kangaroo2,Volume,26efde70-0c5c-4181-af3e-1a767d64b449,Volume,Set the total volume of a mesh,Kangaroo2Component.GoalComponents.VolumeComponent,Kangaroo2 Components
Kangaroo2,WarpWeft,cb7c0f04-123f-4b12-8f81-583b9fc793be,WarpWeft,Separate the edges of a mesh into 2 lists according to Warp and Weft direction,Kangaroo2Component.UtilityComponents.WarpWeft,Kangaroo2 Components
Kangaroo2,Wind,928b2951-2a01-4b6b-8ccb-6fbeb3e490ad,Wind,Wind,Kangaroo2Component.GoalComponents.WindComponent,Kangaroo2 Components
Kangaroo2,ZombieSolver,4408343b-577e-4fd8-96ff-df7549189186,ZombieSolver,"A version of the solver component which keeps all iterations internal, and outputs the final result",Kangaroo2Component.KangarooZombie,Kangaroo2 Components
Kangaroo2,interconnectPoints,a412ddf4-4899-4456-8325-f3f9a8134a25,inter,Draws one line between every pair of points in a list,GhKangaroo.Interconnect.InterconnectPoints,Kangaroo2 Components
Kangaroo2,remesher,9f055808-c262-4462-b429-7e20d4ca3a5e,remesher,Remeshing tool,Kangaroo2Component.KMeshMachine.remesher,Kangaroo2 Components
Kangaroo2,removeDuplicateLines,5b882297-9063-439e-82b9-70961f743c5d,dupLn,Removes similar lines from a list.,Kangaroo2Component.UtilityComponents.RemoveDuplicateLines,Kangaroo2 Components
Kangaroo2,removeDuplicatePts,5e2f9e3f-d467-46f6-870c-6fa7cd01e1ed,dupPt,Removes similar points from a list,GhKangaroo.RemoveDuplicatePts,Kangaroo2 Components
Maths,Absolute,28124995-cf99-4298-b6f4-c75a8e379f18,Abs,Compute the absolute of a value.,MathComponents.FunctionComponents.OperatorAbsolute,Math Components
Maths,Addition,a0d62394-a118-422d-abb3-6af115c75b25,A+B,Mathematical addition,MathComponents.OperatorComponents.Component_VariableAddition,Math Components
Maths,ArcCosine,49584390-d541-41f7-b5f6-1f9515ac0f73,ACos,Compute the angle whose cosine is the specified value.,MathComponents.FunctionComponents.FuncACos,Math Components
Maths,ArcSine,cc15ba56-fae7-4f05-b599-cb7c43b60e11,ASin,Compute the angle whose sine is the specified value.,MathComponents.FunctionComponents.FuncASin,Math Components
Maths,ArcTangent,b4647919-d041-419e-99f5-fa0dc0ddb8b6,ATan,Compute the angle whose tangent is the specified value.,MathComponents.FunctionComponents.FuncATan,Math Components
Maths,Average,7986486c-621a-48fb-8f27-a28a22c91cc9,Avr,Solve the arithmetic average for a set of items,MathComponents.OperatorComponents.Component_Average,Math Components
Maths,Blur Numbers,57e1d392-e3fb-4de9-be98-982854a92351,NBlur,Blur a list of numbers by averaging neighbours,MathComponents.OperatorComponents.Component_BlurNumbers,Math Components
Maths,Bounds,f44b92b0-3b5b-493a-86f4-fd7408c3daf3,Bnd,Create a numeric domain which encompasses a list of numbers.,MathComponents.DomainComponents.Component_NumericBounds,Math Components
Maths,Bounds 2D,dd53b24c-003a-4a04-b185-a44d91633cbe,Bnd,Create a numeric two-dimensional domain which encompasses a list of coordinates.,MathComponents.DomainComponents.Component_NumericBounds2D,Math Components
Maths,CSharp Script,b6ba1144-02d6-4a2d-b53c-ec62e290eeb7,CS,CSharp scripting component,RhinoCodePluginGH.Components.CSharpComponent,RhinoCodePluginGH
Maths,Centroid,afbcbad4-2a2a-4954-8040-d999e316d2bd,Centroid,Generate the triangle centroid from medians.,XformComponents.TriangleCentroid,Transform Components
Maths,Circumcentre,21d0767c-5340-4087-aa09-398d0e706908,CCentre,Generate the triangle circumcentre from perpendicular bisectors.,XformComponents.TriangleCircumcentre,Transform Components
Maths,Clamp,116df248-630e-4045-8c81-58693d1ff3a4,Clamp,Restrict a number between two numeric extremes.,CurveComponents.Component_Clamp,Curve Components
Maths,CoSecant,d222500b-dfd5-45e0-933e-eabefd07cbfa,Csc,Compute the co-secant (reciprocal of the Sine) of an angle.,MathComponents.FunctionComponents.FuncCosecant,Math Components
Maths,CoTangent,1f602c33-f38e-4f47-898b-359f0a4de3c2,Cot,Compute the co-tangent (reciprocal of the Tangent) of an angle.,MathComponents.FunctionComponents.FuncCoTangent,Math Components
Maths,Combine Date & Time,31534405-6573-4be6-8bf8-262e55847a3a,CDate,Combine a pure date and a pure time into a single date,MathComponents.TimeComponents.Component_CombineDateTime,Math Components
Maths,Complex Argument,be715e4c-d6d8-447b-a9c3-6fea700d0b83,Arg,Get the argument of a Complex number,MathComponents.ComplexComponents.Component_ComplexArgument,Math Components
Maths,Complex Components,1f384257-b26b-4160-a6d3-1dcd89b64acd,Complex,Extract the Real and Imaginary components from a complex number,MathComponents.ComplexComponents.Component_ComplexComponent,Math Components
Maths,Complex Conjugate,7d2a6064-51f0-45b2-adc4-f417b30dcd15,z*,Create the conjugate of a Complex number,MathComponents.ComplexComponents.Component_ComplexConjugate,Math Components
Maths,Complex Modulus,88fb33f9-f467-452b-a0e3-44bdb78a9b06,CMod,Get the modulus of a Complex number,MathComponents.ComplexComponents.Component_ComplexModulus,Math Components
Maths,Consecutive Domains,95992b33-89e1-4d36-bd35-2754a11af21e,Consec,Create consecutive domains from a list of numbers,MathComponents.DomainComponents.Component_MakeConsecutiveDomains,Math Components
Maths,Construct Date,0c2f0932-5ddc-4ece-bd84-a3a059d3df7a,Date,Construct a date and time instance.,MathComponents.TimeComponents.Component_CreateDate,Math Components
Maths,Construct Domain,d1a28e95-cf96-4936-bf34-8bf142d731bf,Dom,Create a numeric domain from two numeric extremes.,MathComponents.DomainComponents.Component_ConstructDomain,Math Components
Maths,Construct Domain²,8555a743-36c1-42b8-abcc-06d9cb94519f,Dom²,Create a two-dimensional domain from two simple domains.,MathComponents.DomainComponents.Component_Construct2DInterval,Math Components
Maths,Construct Domain²,9083b87f-a98c-4e41-9591-077ae4220b19,Dom²Num,Create a two-dimensinal domain from four numbers.,MathComponents.DomainComponents.Component_Construct2DInterval_Numeric,Math Components
Maths,Construct Exotic Date,e5ff52c5-40df-4f43-ac3b-d2418d05ae32,DateEx,Construct a date using a specific calendar,MathComponents.TimeComponents.Component_CreateDateExotic,Math Components
Maths,Construct Matrix,54ac80cf-74f3-43f7-834c-0e3fe94632c6,Matrix,Construct a matrix from initial values,MathComponents.MatrixComponents.Component_ConstructMatrix,Math Components
Maths,Construct Smooth Time,f151b0b9-cef8-4809-96fc-9b14f1c3a7b9,SmTime,Construct a time instance from smooth components,MathComponents.TimeComponents.Component_CreateSmoothTime,Math Components
Maths,Construct Time,595aded2-8916-402d-87a3-a825244bbe3d,Time,Construct a time instance,MathComponents.TimeComponents.Component_CreateTime,Math Components
Maths,Cosine,d2d2a900-780c-4d58-9a35-1f9d8d35df6f,Cos,Compute the cosine of a value,MathComponents.FunctionComponents.FuncCos,Math Components
Maths,Create Complex,63d12974-2915-4ccf-ac26-5d566c3bac92,Complex,Create a complex number from a Real and an Imaginary component,MathComponents.ComplexComponents.Component_CreateComplex,Math Components
Maths,Cube,7e3185eb-a38c-4949-bcf2-0e80dee3a344,Cube,Compute the cube of a value,MathComponents.FunctionComponents.FuncCube,Math Components
Maths,Cube Root,5b0be57a-31f5-4446-a11a-ae0d348bca90,Cbrt,Compute the cube root of a value,MathComponents.FunctionComponents.FuncCubeRoot,Math Components
Maths,Date Range,38a4e722-ad5a-4229-a170-e27ae1345538,RDate,Create a range of successive dates or times,MathComponents.TimeComponents.Component_DateRange,Math Components
Maths,Deconstruct Date,d5e28df8-495b-4892-bca8-60748743d955,DDate,"Deconstruct a date into years, months, days, hours, minutes and seconds",MathComponents.TimeComponents.Component_DeconstructDate,Math Components
Maths,Deconstruct Domain,825ea536-aebb-41e9-af32-8baeb2ecb590,DeDomain,Deconstruct a numeric domain into its component parts.,MathComponents.DomainComponents.Component_DeconstructDomain,Math Components
Maths,Deconstruct Domain²,47c30f9d-b685-4d4d-9b20-5b60e48d5af8,DeDom2Num,Deconstruct a two-dimensional domain into four numbers,MathComponents.DomainComponents.Component_Deconstruct2DInterval_Numeric,Math Components
Maths,Deconstruct Domain²,f0adfc96-b175-46a6-80c7-2b0ee17395c4,DeDom2,Deconstruct a two-dimensional domain into its component parts,MathComponents.DomainComponents.Component_Deconstruct2DInterval,Math Components
Maths,Deconstruct Matrix,3aa2a080-e322-4be3-8c6e-baf6c8000cf1,DeMatrix,Deconstruct a matrix into its component parts,MathComponents.MatrixComponents.Component_DeconstructMatrix,Math Components
Maths,Degrees,0d77c51e-584f-44e8-aed2-c2ddf4803888,Deg,Convert an angle specified in radians to degrees,MathComponents.FunctionComponents.FuncToDegrees,Math Components
Maths,Display Matrix,b6d27aa4-a61f-4d08-b76e-1105fef0e9e4,Matrix,Display a matrix,XformComponents.DisplayMatrix,Transform Components
Maths,Divide Domain,75ef4190-91a2-42d9-a245-32a7162b0384,Div,Divide a domain into equal segments.,MathComponents.DomainComponents.Component_DivideInterval,Math Components
Maths,Divide Domain²,75ac008b-1bc2-4edd-b967-667d628b9d24,Divide,Divides a two-dimensional domain into equal segments.,MathComponents.DomainComponents.Component_Divide2DInterval,Math Components
Maths,Division,9c85271f-89fa-4e9f-9f4a-d75802120ccc,A/B,Mathematical division,MathComponents.OperatorComponents.Operator_Division,Math Components
Maths,DotNET C# Script (LEGACY),88c3f2b5-27f7-48a2-9528-1397fad62b93,C#,A C#.NET scriptable component,ScriptComponents.Legacy.ComponentLegacyCsScript,Script Components
Maths,DotNET VB Script (LEGACY),fb6aba99-fead-4e42-b5d8-c6de5ff90ea6,VB,A VB.NET scriptable component,ScriptComponents.Legacy.ComponentLegacyVbScript,Script Components
Maths,Epsilon,deadf87d-99a6-4980-90c3-f98350aa6f0f,Eps,Returns a factor of double precision floating point epsilon.,MathComponents.FunctionComponents.Component_Epsilon,Math Components
Maths,Equality,5db0fb89-4f22-4f09-a777-fa5e55aed7ec,Equals,Test for (in)equality of two numbers,MathComponents.OperatorComponents.Component_EqualTo,Math Components
Maths,Evaluate,cc2b626f-6eff-4d08-9829-2877560693f4,Eval,Evaluate an expression with a flexible number of variables.,MathComponents.ExpressionComponents.Component_Evaluate,Math Components
Maths,Expression,9df5e896-552d-4c8c-b9ca-4fc147ffa022,Expression,Evaluate an expression,MathComponents.ExpressionComponents.Component_Expression,Math Components
Maths,Extremes,37084b3f-2b66-4f3a-9737-80d0b0b7f0cb,Extrz,Find the extremes in a list of values,MathComponents.OperatorComponents.Component_Extremes,Math Components
Maths,Factorial,a0a38131-c5fc-4984-b05d-34cf57f0c018,Fac,Returns the factorial of an integer.,MathComponents.FunctionComponents.Component_Factorial,Math Components
Maths,Find Domain,0b5c7fad-0473-41aa-bf52-d7a861dcaa29,FDom,Find the first domain that contains a specific value,MathComponents.DomainComponents.Component_FindDomain,Math Components
Maths,Gate And,040f195d-0b4e-4fe0-901f-fedb2fd3db15,And,Perform boolean conjunction (AND gate).,MathComponents.BooleanOperators.Component_AndGate,Math Components
Maths,Gate Majority,78669f9c-4fea-44fd-ab12-2a69eeec58de,Vote,Calculates the majority vote among three booleans.,MathComponents.BooleanOperators.Component_BooleanMajorityVote,Math Components
Maths,Gate Nand,5ca5de6b-bc71-46c4-a8f7-7f30d7040acb,Nand,Perform boolean alternative denial (NAND gate).,MathComponents.BooleanOperators.Component_NandGate,Math Components
Maths,Gate Nor,548177c2-d1db-4172-b667-bec979e2d38b,Nor,Perform boolean joint denial (NOR gate).,MathComponents.BooleanOperators.Component_NorGate,Math Components
Maths,Gate Not,cb2c7d3c-41b4-4c6d-a6bd-9235bd2851bb,Not,Perform boolean negation (NOT gate).,MathComponents.BooleanOperators.Component_NotGate,Math Components
Maths,Gate Or,5cad70f9-5a53-4c5c-a782-54a479b4abe3,Or,Perform boolean disjunction (OR gate).,MathComponents.BooleanOperators.Component_OrGate,Math Components
Maths,Gate Xnor,b6aedcac-bf43-42d4-899e-d763612f834d,Xnor,Perform boolean biconditional (XNOR gate).,MathComponents.BooleanOperators.Component_XnorGate,Math Components
Maths,Gate Xor,de4a0d86-2709-4564-935a-88bf4d40af89,Xor,Perform boolean exclusive disjunction (XOR gate).,MathComponents.BooleanOperators.Component_XorGate,Math Components
Maths,Golden Ratio,cb22d3ed-93d8-4629-bdf2-c0c7c25afd2c,Phi,Returns a factor of the golden ratio (Phi).,MathComponents.FunctionComponents.Component_Phi,Math Components
Maths,Incentre,c3342ea2-e181-46aa-a9b9-e438ccbfb831,ICentre,Generate the triangle incentre from angle bisectors.,XformComponents.TriangleIncentre,Transform Components
Maths,Includes,f217f873-92f1-47ae-ad71-ca3c5a45c3f8,Inc,Test a numeric value to see if it is included in the domain,MathComponents.DomainComponents.Component_Includes,Math Components
Maths,Integer Division,54db2568-3441-4ae2-bcef-92c4cc608e11,A\B,Mathematical integer division,MathComponents.OperatorComponents.Operator_IntegerDivision,Math Components
Maths,Interpolate Date,4083802b-3dd9-4b13-9756-bf5441213e70,IntDate,Interpolate between two dates or times.,MathComponents.TimeComponents.Component_InterpolateDate,Math Components
Maths,Interpolate data,e168ff6b-e5c0-48f1-b831-f6996bf3b459,Interp,Interpolate a collection of data.,MathComponents.SetComponents.Component_InterpolateData,Math Components
Maths,Invert Matrix,f986e79a-1215-4822-a1e7-3311dbdeb851,MInvert,Invert a matrix,MathComponents.MatrixComponents.Component_InvertMatrix,Math Components
Maths,IronPython 2 Script,97aa26ef-88ae-4ba6-98a6-ed6ddeca11d1,IPy2,IronPython 2 scripting component,RhinoCodePluginGH.Components.IronPython2Component,RhinoCodePluginGH
Maths,Larger Than,30d58600-1aab-42db-80a3-f1ea6c4269a0,Larger,Larger than (or equal to),MathComponents.OperatorComponents.Component_LargerThan,Math Components
Maths,Log N,7ab8d289-26a2-4dd4-b4ad-df5b477999d8,LogN,Return the N-base logarithm of a number.,MathComponents.OperatorComponents.Component_NBaseLogarithm,Math Components
Maths,Logarithm,27d6f724-a701-4585-992f-3897488abf08,Log,Compute the Base-10 logarithm of a value.,MathComponents.FunctionComponents.FuncLog10,Math Components
Maths,Mass Addition,5b850221-b527-4bd6-8c62-e94168cd6efa,MA,Perform mass addition of a list of items,MathComponents.OperatorComponents.Component_MassAddition,Math Components
Maths,Mass Multiplication,e44c1bd7-72cc-4697-80c9-02787baf7bb4,MM,Perform mass multiplication of a list of items,MathComponents.OperatorComponents.Component_MassMultiplication,Math Components
Maths,Maximum,0d1e2027-f153-460d-84c0-f9af431b08cb,Max,Return the greater of two items.,MathComponents.OperatorComponents.Operator_Maximum,Math Components
Maths,Minimum,57308b30-772d-4919-ac67-e86c18f3a996,Min,Return the lesser of two items.,MathComponents.OperatorComponents.Operator_Minimum,Math Components
Maths,Modulus,431bc610-8ae1-4090-b217-1a9d9c519fe2,Mod,Divides two numbers and returns only the remainder.,MathComponents.OperatorComponents.Operator_Modulus,Math Components
Maths,Multiplication,ce46b74e-00c9-43c4-805a-193b69ea4a11,A×B,Mathematical multiplication,MathComponents.OperatorComponents.Component_VariableMultiplication,Math Components
Maths,Natural logarithm,23afc7aa-2d2f-4ae7-b876-bf366246b826,Ln,Compute the natural logarithm of a value.,MathComponents.FunctionComponents.FuncLog,Math Components
Maths,Natural logarithm,b6cac37c-21b9-46c6-bd0d-17ff67796578,E,Returns a factor of the natural number (e).,MathComponents.FunctionComponents.Component_E,Math Components
Maths,Negative,a3371040-e552-4bc8-b0ff-10a840258e88,Neg,Compute the negative of a value.,MathComponents.FunctionComponents.OperatorSign,Math Components
Maths,One Over X,797d922f-3a1d-46fe-9155-358b009b5997,1/x,Compute one over x.,MathComponents.FunctionComponents.FuncOneOverX,Math Components
Maths,Orthocentre,36dd5551-b6bd-4246-bd2f-1fd91eb2f02d,OCentre,Generate the triangle orthocentre from altitudes.,XformComponents.TriangleOrthocentre,Transform Components
Maths,Pi,0d2ccfb3-9d41-4759-9452-da6a522c3eaa,Pi,Returns a factor of Pi.,MathComponents.FunctionComponents.Component_Pi,Math Components
